order_id,menu_id,cust_id,qty,order_date,order_time,eta,delivery_time
ORD_1031,MENU_005,CUST_222,5,2024-07-09,20:45,32,21:03
ORD_957,MENU_042,CUST_285,2,2024-11-11,21:00,32,21:26
ORD_894,MENU_063,CUST_248,3,2024-12-21,21:00,37,21:35
ORD_1394,MENU_072,CUST_262,4,2024-08-07,16:30,31,17:02
ORD_1289,MENU_022,CUST_257,3,2024-06-13,12:00,38,12:22
ORD_830,MENU_051,CUST_281,3,2025-03-28,16:30,26,17:12
ORD_1321,MENU_060,CUST_277,3,2024-11-19,16:30,36,17:05
ORD_1405,MENU_063,CUST_261,4,2025-02-06,17:00,27,17:31
ORD_1095,MENU_022,CUST_229,2,2024-04-16,13:15,33,13:48
ORD_1041,MENU_006,CUST_249,4,2025-05-11,12:15,32,12:50
ORD_730,MENU_080,CUST_252,5,2024-03-18,19:15,23,19:55
ORD_1358,MENU_025,CUST_267,4,2024-06-16,21:45,32,22:10
ORD_841,MENU_070,CUST_238,2,2024-08-29,11:15,28,11:39
ORD_1333,MENU_044,CUST_273,4,2025-05-25,16:15,33,16:55
ORD_786,MENU_034,CUST_268,3,2025-04-21,14:15,22,14:47
ORD_1180,MENU_063,CUST_276,1,2024-11-10,16:30,31,16:56
ORD_845,MENU_043,CUST_245,5,2025-04-07,10:45,29,11:05
ORD_891,MENU_025,CUST_255,3,2025-05-26,18:45,37,19:06
ORD_914,MENU_054,CUST_282,1,2025-06-01,17:15,26,17:51
ORD_1342,MENU_002,CUST_271,2,2024-03-21,16:30,34,17:08
ORD_855,MENU_050,CUST_235,2,2024-07-03,13:30,44,14:03
ORD_1019,MENU_003,CUST_201,4,2024-05-22,20:30,27,20:56
ORD_1062,MENU_001,CUST_223,2,2025-01-15,20:15,21,20:45
ORD_1018,MENU_059,CUST_256,4,2024-08-02,17:30,42,17:50
ORD_997,MENU_077,CUST_213,1,2024-01-17,13:15,44,13:59
ORD_1426,MENU009,CUST_216,2,2024-08-27,15:52,29,16:33
ORD_1403,MENU_049,CUST_232,3,2024-01-12,20:45,21,21:12
ORD_1221,MENU_041,CUST_258,3,2025-04-08,11:00,44,11:39
ORD_1365,MENU_065,CUST_210,2,2024-05-29,10:45,22,11:20
ORD_790,MENU_054,CUST_235,2,2025-05-23,14:15,39,14:58
ORD_771,MENU_051,CUST_285,2,2024-09-06,17:15,32,17:39
ORD_1414,MENU_040,CUST_218,4,2024-05-31,14:00,30,14:40
ORD_1032,MENU_030,CUST_270,1,2025-03-15,16:00,42,16:24
ORD_1168,MENU_060,CUST_269,2,2024-10-02,20:45,36,21:03
ORD_1301,MENU_030,CUST_277,3,2025-06-19,11:00,32,11:38
ORD_732,MENU_073,CUST_215,4,2024-03-11,18:30,20,19:15
ORD_1413,MENU_061,CUST_243,5,2024-06-08,21:00,23,21:41
ORD_824,MENU_032,CUST_234,2,2024-08-19,16:00,39,16:39
ORD_856,MENU_006,CUST_255,5,2024-06-07,11:30,45,11:51
ORD_971,MENU_041,CUST_218,2,2025-01-20,12:45,27,13:30
ORD_964,MENU_057,CUST_243,2,2024-02-02,20:45,39,21:27
ORD_1197,MENU_010,CUST_254,1,2024-04-13,20:30,39,21:07
ORD_942,MENU_039,CUST_249,5,2024-02-08,10:30,30,10:57
ORD_770,MENU_014,CUST_229,4,2025-06-05,21:30,33,22:14
ORD_1070,MENU_010,CUST_243,3,2025-01-28,15:45,30,16:28
ORD_799,MENU_024,CUST_253,3,2024-08-14,20:00,40,20:44
ORD_1061,MENU_004,CUST_241,1,2024-11-05,12:30,22,13:08
ORD_1093,MENU_078,CUST_235,5,2025-07-13,13:15,20,13:46
ORD_901,MENU_076,CUST_213,2,2025-06-14,12:30,25,12:53
ORD_1255,MENU_045,CUST_259,1,2024-12-05,10:30,21,10:53
ORD_1267,MENU_011,CUST_248,2,2024-12-31,12:15,23,12:42
ORD_853,MENU_015,CUST_215,2,2024-03-27,14:45,40,15:28
ORD_1283,MENU_019,CUST_209,3,2024-03-20,18:30,32,18:55
ORD_1256,MENU_048,CUST_227,3,2024-08-21,14:45,32,15:17
ORD_1153,MENU_012,CUST_213,1,2024-04-25,16:15,24,16:51
ORD_1162,MENU_005,CUST_288,1,2025-06-20,19:00,25,19:24
ORD_998,MENU_038,CUST_256,5,2024-11-02,12:15,38,12:59
ORD_926,MENU_040,CUST_237,1,2025-01-24,12:15,21,12:51
ORD_1201,MENU_053,CUST_286,1,2024-01-03,10:30,38,11:09
ORD_813,MENU_031,CUST_284,4,2024-02-01,10:45,33,11:24
ORD_794,MENU_014,CUST_262,3,2025-01-09,18:30,25,18:56
ORD_1126,MENU_070,CUST_228,3,2024-06-27,21:30,27,22:09
ORD_1054,MENU_043,CUST_209,5,2025-01-19,17:00,40,17:43
ORD_931,MENU_041,CUST_272,3,2024-07-15,13:30,37,13:57
ORD_1278,MENU_002,CUST_285,4,2024-05-23,17:15,25,17:51
ORD_865,MENU_044,CUST_243,4,2024-01-28,16:00,32,16:34
ORD_1156,MENU_061,CUST_285,4,2025-02-15,10:45,42,11:10
ORD_822,MENU_006,CUST_287,2,2024-10-21,19:30,31,19:51
ORD_1110,MENU_027,CUST_253,2,2025-05-23,10:45,25,11:14
ORD_1371,MENU_046,CUST_258,1,2024-06-20,14:00,32,14:43
ORD_1028,MENU_040,CUST_234,3,2024-11-22,11:30,21,12:13
ORD_906,MENU_014,CUST_243,4,2025-05-24,20:30,40,20:57
ORD_1386,MENU_022,CUST_273,5,2024-01-14,13:45,22,14:17
ORD_999,MENU_075,CUST_204,3,2024-12-05,16:15,45,16:55
ORD_1039,MENU_047,CUST_211,2,2025-07-04,21:15,37,21:38
ORD_1021,MENU_075,CUST_263,2,2025-03-04,18:00,45,18:29
ORD_1329,MENU_077,CUST_271,2,2025-03-09,17:00,36,17:29
ORD_889,MENU_049,CUST_273,4,2025-01-15,17:00,38,17:22
ORD_1244,MENU_066,CUST_286,3,2024-09-18,10:45,42,11:07
ORD_1109,MENU_018,CUST_215,4,2024-05-05,10:30,25,11:06
ORD_1356,MENU_063,CUST_238,2,2025-05-03,14:00,44,14:31
ORD_749,MENU_080,CUST_267,2,2024-02-24,12:15,45,12:51
ORD_837,MENU_039,CUST_288,3,2025-02-18,10:30,45,11:07
ORD_1017,MENU_078,CUST_272,4,2025-07-31,13:15,41,13:57
ORD_1417,MENU_022,CUST_211,2,2025-01-20,19:00,28,19:23
ORD_835,MENU_018,CUST_234,4,2024-12-28,11:45,43,12:04
ORD_1395,MENU_057,CUST_214,2,2024-01-01,21:00,29,21:37
ORD_801,MENU_044,CUST_278,5,2024-04-09,13:15,32,13:47
ORD_1137,MENU_067,CUST_238,4,2025-05-09,21:00,33,21:38
ORD_740,MENU_046,CUST_218,5,2024-04-05,14:15,32,14:55
ORD_852,MENU_077,CUST_231,5,2024-05-24,15:30,40,16:10
ORD_792,MENU_043,CUST_253,3,2024-02-04,19:30,43,19:52
ORD_1334,MENU_071,CUST_215,1,2024-10-13,17:15,38,17:37
ORD_1179,MENU_041,CUST_250,2,2025-07-26,12:30,40,12:50
ORD_1297,MENU_066,CUST_277,5,2025-07-06,10:45,31,11:30
ORD_1327,MENU_064,CUST_284,2,2025-01-15,19:30,35,20:06
ORD_994,MENU_015,CUST_225,1,2024-03-25,17:45,40,18:28
ORD_1260,MENU_063,CUST_262,2,2025-06-30,13:15,43,13:45
ORD_1420,MENU_006,CUST_262,4,2024-11-19,17:00,25,17:24
ORD_836,MENU_073,CUST_211,1,2024-03-20,15:45,38,16:15
ORD_937,MENU_059,CUST_230,4,2025-06-27,13:15,21,13:36
ORD_809,MENU_054,CUST_261,2,2024-04-22,20:00,24,20:18
ORD_1127,MENU_077,CUST_252,5,2024-10-28,12:15,43,12:33
ORD_946,MENU_012,CUST_210,2,2025-06-11,15:00,32,15:39
ORD_1273,MENU_037,CUST_223,1,2024-05-23,18:15,28,18:56
ORD_1339,MENU_045,CUST_250,1,2024-09-23,15:30,37,16:05
ORD_1385,MENU_041,CUST_238,1,2025-05-16,18:30,21,18:59
ORD_1374,MENU_071,CUST_220,5,2024-06-06,21:00,24,21:33
ORD_1288,MENU_066,CUST_231,5,2024-06-14,20:45,20,21:10
ORD_1202,MENU_071,CUST_276,3,2025-06-07,11:00,28,11:38
ORD_831,MENU_047,CUST_214,3,2025-03-16,11:30,41,12:09
ORD_1011,MENU_053,CUST_238,5,2025-01-04,14:15,43,14:53
ORD_1377,MENU_024,CUST_270,5,2024-07-10,18:30,30,19:11
ORD_793,MENU_026,CUST_261,5,2024-11-30,21:45,25,22:09
ORD_1140,MENU_042,CUST_227,1,2025-07-16,17:15,21,17:44
ORD_888,MENU_072,CUST_272,3,2025-01-05,16:00,39,16:22
ORD_756,MENU_002,CUST_236,1,2025-07-11,13:15,28,13:59
ORD_1229,MENU_068,CUST_229,3,2025-03-04,19:15,28,19:45
ORD_990,MENU_049,CUST_241,3,2025-06-20,12:15,26,12:52
ORD_840,MENU_034,CUST_223,2,2024-04-26,18:15,44,18:44
ORD_1078,MENU_001,CUST_267,5,2025-07-04,19:15,28,19:35
ORD_1116,MENU_071,CUST_229,2,2024-02-29,17:30,44,18:06
ORD_1376,MENU_047,CUST_237,5,2024-09-13,10:45,37,11:12
ORD_1067,MENU_002,CUST_236,5,2024-05-20,16:15,40,16:54
ORD_1384,MENU_028,CUST_225,4,2024-07-25,11:45,26,12:06
ORD_1042,MENU_020,CUST_284,2,2025-02-22,20:45,33,21:25
ORD_874,MENU_065,CUST_232,4,2025-07-11,18:00,32,18:45
ORD_872,MENU_013,CUST_225,4,2024-10-25,16:00,39,16:29
ORD_1105,MENU_046,CUST_263,4,2024-02-01,16:45,37,17:26
ORD_818,MENU_007,CUST_278,3,2025-02-12,16:00,30,16:31
ORD_1204,MENU_040,CUST_263,1,2024-10-24,15:30,33,16:11
ORD_1194,MENU_031,CUST_249,1,2025-07-01,19:00,39,19:19
ORD_1254,MENU_003,CUST_234,4,2025-03-21,20:00,43,20:39
ORD_1253,MENU_031,CUST_287,5,2024-08-03,20:15,41,20:46
ORD_1295,MENU_028,CUST_266,5,2025-03-05,12:00,25,12:33
ORD_1000,MENU_037,CUST_230,5,2024-02-24,11:45,27,12:29
ORD_881,MENU_038,CUST_230,2,2025-01-11,16:45,43,17:17
ORD_806,MENU_030,CUST_236,5,2024-01-22,10:30,24,11:13
ORD_1190,MENU_019,CUST_238,5,2024-02-16,14:30,34,15:11
ORD_1045,MENU_032,CUST_255,5,2025-07-16,18:00,38,18:21
ORD_1422,MENU048,CUST_203,3,2024-07-02,14:12,26,14:32
ORD_751,MENU_017,CUST_218,5,2025-01-24,17:45,29,18:30
ORD_1044,MENU_039,CUST_225,4,2024-10-08,13:30,25,14:12
ORD_1104,MENU_080,CUST_241,2,2024-09-11,15:45,36,16:04
ORD_1354,MENU_060,CUST_258,5,2025-01-09,16:30,24,16:57
ORD_1195,MENU_008,CUST_281,5,2024-02-19,21:00,33,21:32
ORD_977,MENU_076,CUST_255,3,2024-09-05,21:15,32,21:40
ORD_1285,MENU_064,CUST_287,2,2025-03-26,12:15,22,12:49
ORD_1118,MENU_007,CUST_240,3,2025-02-01,15:15,25,15:40
ORD_1037,MENU_002,CUST_204,4,2024-11-08,11:15,31,11:55
ORD_1148,MENU_019,CUST_240,5,2025-02-08,21:00,36,21:36
ORD_823,MENU_044,CUST_281,3,2025-05-08,13:00,31,13:45
ORD_1406,MENU_061,CUST_259,4,2024-05-31,12:30,22,13:03
ORD_797,MENU_025,CUST_268,4,2024-05-06,17:30,41,18:11
ORD_952,MENU_075,CUST_214,4,2025-04-27,18:15,44,18:40
ORD_1411,MENU_067,CUST_250,5,2024-12-18,19:00,44,19:27
ORD_1239,MENU_060,CUST_285,3,2025-01-31,16:30,37,16:49
ORD_1277,MENU_067,CUST_247,5,2025-02-10,15:00,41,15:25
ORD_969,MENU_061,CUST_229,3,2024-06-28,20:45,37,21:18
ORD_1024,MENU_077,CUST_276,5,2025-07-25,19:15,34,19:44
ORD_1130,MENU_015,CUST_222,1,2024-11-23,12:00,42,12:39
ORD_1010,MENU_014,CUST_261,1,2024-06-20,16:30,33,16:57
ORD_1293,MENU_011,CUST_235,4,2024-09-27,12:30,34,13:07
ORD_913,MENU_043,CUST_272,4,2025-04-23,17:30,35,17:48
ORD_1364,MENU_028,CUST_230,1,2025-03-06,14:45,31,15:17
ORD_1144,MENU_041,CUST_288,3,2025-04-01,10:45,34,11:11
ORD_921,MENU_051,CUST_231,3,2025-04-30,18:45,24,19:22
ORD_1187,MENU_060,CUST_248,3,2025-01-27,10:30,43,10:59
ORD_1350,MENU_054,CUST_271,3,2024-05-14,18:15,20,18:34
ORD_1206,MENU_068,CUST_210,1,2024-10-01,21:00,31,21:44
ORD_1251,MENU_063,CUST_248,2,2025-01-18,18:45,35,19:04
ORD_1351,MENU_010,CUST_229,5,2025-05-02,17:30,37,18:02
ORD_1103,MENU_076,CUST_286,1,2024-11-07,21:00,26,21:44
ORD_974,MENU_008,CUST_256,5,2024-04-04,18:15,21,18:41
ORD_1027,MENU_020,CUST_223,4,2025-06-17,17:30,35,17:51
ORD_1388,MENU_012,CUST_223,2,2024-11-07,11:15,36,11:36
ORD_1280,MENU_004,CUST_228,4,2024-02-13,20:15,36,20:58
ORD_1164,MENU_078,CUST_243,3,2025-04-20,18:45,40,19:06
ORD_1145,MENU_034,CUST_240,5,2025-07-31,10:30,22,11:09
ORD_930,MENU_025,CUST_245,4,2025-04-15,18:30,37,18:59
ORD_817,MENU_068,CUST_215,4,2024-08-08,16:45,27,17:16
ORD_899,MENU_034,CUST_231,5,2024-03-16,17:45,41,18:19
ORD_805,MENU_027,CUST_249,5,2024-10-09,13:00,34,13:20
ORD_1291,MENU_014,CUST_257,2,2024-03-28,13:45,39,14:18
ORD_1029,MENU_019,CUST_210,5,2024-04-21,20:15,43,20:40
ORD_1113,MENU_057,CUST_228,3,2025-03-05,13:15,40,13:58
ORD_1097,MENU_006,CUST_231,4,2025-04-14,21:00,38,21:21
ORD_1073,MENU_053,CUST_202,5,2024-09-02,17:45,23,18:10
ORD_1084,MENU_037,CUST_284,4,2024-10-05,18:00,28,18:40
ORD_1151,MENU_077,CUST_259,3,2024-09-21,15:00,22,15:30
ORD_1402,MENU_071,CUST_285,5,2024-12-22,16:45,23,17:30
ORD_1359,MENU_032,CUST_254,2,2024-09-02,18:30,29,19:08
ORD_1250,MENU_079,CUST_234,5,2024-11-24,16:00,32,16:26
ORD_1119,MENU_002,CUST_225,2,2024-01-29,21:30,38,22:06
ORD_1069,MENU_012,CUST_231,1,2025-02-25,19:45,26,20:05
ORD_723,MENU_039,CUST_220,3,2024-07-05,10:45,30,11:09
ORD_1366,MENU_046,CUST_228,4,2024-09-13,16:00,23,16:42
ORD_915,MENU_060,CUST_252,1,2024-10-15,17:45,29,18:20
ORD_1016,MENU_077,CUST_273,1,2024-09-05,15:45,28,16:29
ORD_1265,MENU_037,CUST_211,1,2024-02-25,18:45,40,19:20
ORD_1117,MENU_022,CUST_247,2,2024-04-12,13:15,28,13:50
ORD_758,MENU_066,CUST_266,4,2025-02-16,14:45,34,15:05
ORD_966,MENU_022,CUST_231,5,2025-02-15,17:15,37,17:39
ORD_833,MENU_029,CUST_258,4,2024-08-04,12:30,29,12:58
ORD_1226,MENU_049,CUST_285,1,2025-04-13,20:15,35,20:33
ORD_1282,MENU_008,CUST_273,5,2024-09-26,19:15,32,19:53
ORD_1218,MENU_042,CUST_215,1,2024-01-19,11:45,33,12:04
ORD_779,MENU_015,CUST_252,5,2024-12-12,19:45,40,20:05
ORD_1100,MENU_031,CUST_286,1,2024-10-05,13:00,26,13:22
ORD_939,MENU_076,CUST_211,1,2025-05-03,20:15,44,20:42
ORD_746,MENU_047,CUST_263,1,2024-02-25,18:30,42,18:52
ORD_736,MENU_076,CUST_210,4,2025-01-23,15:00,35,15:45
ORD_1075,MENU_037,CUST_234,5,2025-03-06,15:15,44,15:48
ORD_1341,MENU_051,CUST_284,4,2025-07-05,12:30,31,12:58
ORD_1419,MENU_051,CUST_229,1,2024-04-20,10:45,27,11:15
ORD_1158,MENU_080,CUST_229,4,2025-05-18,21:00,27,21:22
ORD_884,MENU_063,CUST_218,4,2024-11-24,11:00,30,11:39
ORD_1160,MENU_044,CUST_215,1,2024-08-04,16:45,44,17:19
ORD_1323,MENU_032,CUST_210,2,2024-07-01,17:30,31,17:54
ORD_870,MENU_039,CUST_236,1,2024-05-04,10:45,40,11:28
ORD_1292,MENU_055,CUST_245,5,2025-02-24,19:15,45,19:51
ORD_1139,MENU_012,CUST_282,4,2025-07-07,14:30,29,14:55
ORD_781,MENU_012,CUST_222,2,2024-08-20,21:00,33,21:21
ORD_1213,MENU_038,CUST_286,5,2024-04-07,16:15,35,16:44
ORD_893,MENU_043,CUST_240,3,2024-03-16,17:15,42,17:47
ORD_1085,MENU_067,CUST_273,2,2025-06-07,15:00,35,15:45
ORD_1418,MENU_032,CUST_278,3,2024-10-04,10:30,22,11:00
ORD_1330,MENU_060,CUST_258,2,2025-04-13,11:45,30,12:25
ORD_875,MENU_011,CUST_250,2,2025-01-17,14:00,31,14:43
ORD_1099,MENU_076,CUST_220,4,2024-09-24,15:45,42,16:29
ORD_816,MENU_040,CUST_252,5,2025-06-01,19:45,23,20:28
ORD_1222,MENU_044,CUST_277,1,2024-12-29,20:30,37,21:04
ORD_1261,MENU_002,CUST_281,1,2024-11-01,20:30,20,21:05
ORD_975,MENU_027,CUST_269,2,2024-02-10,11:15,45,11:57
ORD_849,MENU_079,CUST_228,4,2025-03-24,17:15,31,17:44
ORD_795,MENU_041,CUST_271,4,2024-12-12,11:45,22,12:07
ORD_1136,MENU_068,CUST_238,5,2024-06-13,21:00,37,21:20
ORD_877,MENU_055,CUST_240,2,2024-06-28,20:45,42,21:18
ORD_1264,MENU_055,CUST_278,5,2024-07-07,13:30,26,13:51
ORD_1081,MENU_010,CUST_277,1,2024-02-26,14:15,23,14:33
ORD_1212,MENU_068,CUST_214,5,2024-01-13,21:15,41,22:00
ORD_954,MENU_019,CUST_222,1,2025-06-01,13:15,25,13:43
ORD_848,MENU_070,CUST_232,2,2024-12-17,21:00,36,21:38
ORD_923,MENU_080,CUST_269,1,2025-06-03,18:45,42,19:21
ORD_1233,MENU_073,CUST_256,5,2024-12-26,18:45,38,19:21
ORD_829,MENU_017,CUST_284,5,2024-02-20,20:00,28,20:32
ORD_1410,MENU_034,CUST_237,3,2024-04-01,11:45,33,12:14
ORD_1079,MENU_011,CUST_218,4,2024-07-27,12:30,32,13:06
ORD_1252,MENU_042,CUST_202,1,2024-11-24,18:00,23,18:23
ORD_1337,MENU_061,CUST_209,1,2025-05-13,14:30,37,15:15
ORD_1172,MENU_031,CUST_269,1,2025-07-28,20:30,29,21:09
ORD_1088,MENU_073,CUST_253,3,2024-07-02,10:30,30,10:55
ORD_1091,MENU_005,CUST_211,5,2024-12-01,11:45,20,12:14
ORD_738,MENU_059,CUST_284,5,2025-06-13,13:00,27,13:41
ORD_1152,MENU_019,CUST_261,4,2024-10-09,18:45,20,19:28
ORD_827,MENU_016,CUST_273,3,2024-08-08,16:45,34,17:13
ORD_1014,MENU_005,CUST_269,3,2025-03-16,20:15,29,20:43
ORD_1257,MENU_011,CUST_247,5,2024-01-18,16:00,37,16:18
ORD_1332,MENU_068,CUST_273,2,2024-09-26,13:30,35,14:07
ORD_802,MENU_012,CUST_288,4,2025-03-05,19:15,33,19:53
ORD_1002,MENU_008,CUST_267,5,2024-12-30,18:45,33,19:08
ORD_1240,MENU_044,CUST_247,5,2024-07-26,19:45,27,20:23
ORD_1074,MENU_026,CUST_228,5,2024-03-13,18:00,31,18:28
ORD_764,MENU_076,CUST_281,4,2024-02-07,17:00,30,17:26
ORD_761,MENU_047,CUST_229,1,2025-03-28,14:15,38,14:46
ORD_1064,MENU_020,CUST_258,1,2024-03-20,12:15,36,12:54
ORD_1135,MENU_067,CUST_266,4,2024-11-22,14:00,22,14:28
ORD_825,MENU_042,CUST_210,2,2024-10-06,21:30,30,21:59
ORD_981,MENU_005,CUST_230,2,2024-01-17,14:45,29,15:07
ORD_1026,MENU_068,CUST_276,2,2024-03-28,11:15,31,11:42
ORD_1347,MENU_061,CUST_234,4,2025-02-10,11:00,22,11:33
ORD_1196,MENU_060,CUST_218,4,2024-09-15,17:15,26,17:55
ORD_791,MENU_066,CUST_218,4,2024-09-13,20:15,40,20:36
ORD_1217,MENU_029,CUST_229,4,2025-04-03,11:45,34,12:13
ORD_1396,MENU_007,CUST_234,3,2024-11-05,10:30,26,11:15
ORD_1344,MENU_077,CUST_270,4,2024-11-17,15:30,42,15:56
ORD_1063,MENU_042,CUST_287,4,2025-03-15,20:00,42,20:21
ORD_760,MENU_070,CUST_269,5,2024-01-22,20:30,38,20:49
ORD_744,MENU_050,CUST_211,2,2025-06-21,19:30,23,20:14
ORD_918,MENU_029,CUST_231,1,2025-04-06,18:30,39,19:09
ORD_1008,MENU_067,CUST_256,4,2024-03-27,21:15,38,21:49
ORD_1390,MENU_054,CUST_256,4,2025-07-25,21:45,43,22:06
ORD_878,MENU_005,CUST_232,2,2024-03-05,21:45,21,22:12
ORD_1401,MENU_022,CUST_253,3,2024-02-08,21:45,22,22:27
ORD_1112,MENU_064,CUST_228,2,2025-05-25,16:45,21,17:05
ORD_834,MENU_071,CUST_204,5,2025-03-16,12:15,32,12:50
ORD_1362,MENU_026,CUST_201,4,2025-07-01,10:30,29,10:56
ORD_1192,MENU_026,CUST_287,1,2024-06-17,16:00,27,16:25
ORD_1129,MENU_037,CUST_243,3,2024-04-16,17:15,30,17:56
ORD_900,MENU_022,CUST_288,1,2024-07-05,12:45,36,13:30
ORD_890,MENU_078,CUST_285,2,2024-11-17,20:30,27,20:51
ORD_868,MENU_045,CUST_287,2,2025-04-25,17:00,22,17:18
ORD_1006,MENU_043,CUST_250,5,2025-04-04,18:45,23,19:03
ORD_1234,MENU_078,CUST_228,2,2024-10-19,16:00,36,16:21
ORD_1236,MENU_063,CUST_287,5,2024-09-13,12:00,42,12:43
ORD_1060,MENU_005,CUST_277,2,2024-06-10,17:45,20,18:16
ORD_929,MENU_007,CUST_262,2,2024-11-28,20:45,36,21:15
ORD_753,MENU_016,CUST_258,4,2024-06-09,13:15,37,13:35
ORD_780,MENU_011,CUST_243,3,2025-01-24,15:45,37,16:04
ORD_1001,MENU_072,CUST_284,2,2025-02-10,15:00,40,15:26
ORD_1020,MENU_048,CUST_264,5,2025-01-21,11:45,39,12:18
ORD_1423,MENU075,CUST_274,5,2024-08-15,20:10,35,20:55
ORD_1407,MENU_026,CUST_247,2,2024-09-25,11:45,36,12:16
ORD_922,MENU_080,CUST_268,3,2024-11-22,12:45,39,13:26
ORD_956,MENU_022,CUST_259,4,2025-04-09,12:45,34,13:21
ORD_762,MENU_031,CUST_252,2,2025-04-26,15:45,30,16:13
ORD_1050,MENU_067,CUST_220,3,2024-07-30,10:45,39,11:20
ORD_742,MENU_050,CUST_220,1,2024-10-04,14:30,27,14:51
ORD_1361,MENU_057,CUST_286,1,2024-10-05,21:45,26,22:13
ORD_1397,MENU_039,CUST_250,2,2025-07-20,18:15,23,18:34
ORD_828,MENU_016,CUST_247,5,2024-11-28,19:00,21,19:22
ORD_1169,MENU_001,CUST_201,3,2024-06-26,19:00,27,19:26
ORD_859,MENU_072,CUST_235,5,2025-03-30,19:30,44,20:11
ORD_851,MENU_003,CUST_230,1,2024-04-06,18:45,29,19:11
ORD_752,MENU_027,CUST_241,1,2024-03-02,19:00,44,19:24
ORD_725,MENU_066,CUST_247,1,2025-07-06,10:30,40,10:50
ORD_1003,MENU_003,CUST_228,2,2024-10-29,13:00,22,13:26
ORD_778,MENU_037,CUST_269,3,2025-04-12,10:45,40,11:07
ORD_727,MENU_045,CUST_255,3,2024-04-27,19:15,34,19:55
ORD_1391,MENU_048,CUST_204,3,2025-03-13,11:15,45,11:38
ORD_876,MENU_054,CUST_264,3,2024-04-16,19:30,24,19:49
ORD_832,MENU_042,CUST_287,3,2024-02-16,13:45,39,14:04
ORD_733,MENU_039,CUST_201,2,2024-04-18,16:30,40,17:14
ORD_1262,MENU_075,CUST_218,2,2024-01-06,19:45,37,20:20
ORD_1101,MENU_029,CUST_264,3,2024-06-17,17:45,30,18:16
ORD_811,MENU_051,CUST_268,1,2024-03-06,17:45,44,18:14
ORD_1246,MENU_006,CUST_257,4,2025-06-22,13:15,36,13:35
ORD_1379,MENU_006,CUST_228,2,2025-07-08,15:45,20,16:27
ORD_928,MENU_019,CUST_287,5,2025-04-27,21:00,42,21:22
ORD_1228,MENU_076,CUST_204,4,2024-06-26,21:15,23,21:45
ORD_1211,MENU_025,CUST_249,3,2024-04-25,16:45,21,17:05
ORD_932,MENU_047,CUST_220,4,2024-10-22,21:15,42,21:55
ORD_1159,MENU_043,CUST_237,4,2024-11-24,14:45,39,15:23
ORD_1360,MENU_039,CUST_245,4,2024-03-11,12:15,29,12:36
ORD_903,MENU_043,CUST_204,2,2024-10-08,12:30,39,13:05
ORD_910,MENU_072,CUST_243,2,2024-11-22,13:45,23,14:11
